Region,Level,Latitude,Longitude,Outcome,Prevention,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,PreventionScore
Albany,City,31.57760368,-84.17632408,Mental Health,Current Smoking,16.1,0.87986488,24,1,State,0
Albany,City,31.57760368,-84.17632408,Mental Health,Mammography,16.1,0.87986488,83.7,2,State,0
Albany,City,31.57760368,-84.17632408,Mental Health,Annual Checkup,16.1,0.87986488,78.1,3,State,0
Albany,City,31.57760368,-84.17632408,Mental Health,Physical Inactivity,16.1,0.87986488,37.1,4,State,0
Albany,City,31.57760368,-84.17632408,Mental Health,Cholesterol Screening,16.1,0.87986488,71.8,5,State,0
Albany,City,31.57760368,-84.17632408,Physical Health,Physical Inactivity,15.9,0.92794472,37.1,1,State,0
Albany,City,31.57760368,-84.17632408,Physical Health,Cholesterol Screening,15.9,0.92794472,71.8,2,State,0
Albany,City,31.57760368,-84.17632408,Physical Health,Dental Visit,15.9,0.92794472,51.9,3,State,0
Albany,City,31.57760368,-84.17632408,Physical Health,Current Smoking,15.9,0.92794472,24,4,State,0
Albany,City,31.57760368,-84.17632408,Physical Health,Annual Checkup,15.9,0.92794472,78.1,5,State,0
Albany,City,31.57760368,-84.17632408,Stroke,Taking BP Medication,5,0.867507992,76.6,1,State,0
Albany,City,31.57760368,-84.17632408,Stroke,Dental Visit,5,0.867507992,51.9,2,State,0
Albany,City,31.57760368,-84.17632408,Stroke,Cholesterol Screening,5,0.867507992,71.8,3,State,0
Albany,City,31.57760368,-84.17632408,Stroke,Obesity,5,0.867507992,38.4,4,State,0
Albany,City,31.57760368,-84.17632408,Stroke,Health Insurance,5,0.867507992,24.2,5,State,0
Albany,City,31.57760368,-84.17632408,Teeth Loss,Current Smoking,25.2,0.907248555,24,1,State,0
Albany,City,31.57760368,-84.17632408,Teeth Loss,Dental Visit,25.2,0.907248555,51.9,2,State,0
Albany,City,31.57760368,-84.17632408,Teeth Loss,Physical Inactivity,25.2,0.907248555,37.1,3,State,0
Albany,City,31.57760368,-84.17632408,Teeth Loss,Mammography,25.2,0.907248555,83.7,4,State,0
Albany,City,31.57760368,-84.17632408,Teeth Loss,Sleep <7 hours,25.2,0.907248555,47.1,5,State,0
Athens,City,33.95081707,-83.36894174,Arthritis,Taking BP Medication,17.8,0.886738565,68.9,1,State,0
Athens,City,33.95081707,-83.36894174,Arthritis,Binge Drinking,17.8,0.886738565,16,2,State,0
Athens,City,33.95081707,-83.36894174,Arthritis,Current Smoking,17.8,0.886738565,20.3,3,State,0
Athens,City,33.95081707,-83.36894174,Arthritis,Sleep <7 hours,17.8,0.886738565,37.3,4,State,0
Athens,City,33.95081707,-83.36894174,Arthritis,Health Insurance,17.8,0.886738565,20.4,5,State,0
Athens,City,33.95081707,-83.36894174,High Blood Pressure,Taking BP Medication,28.4,0.935843565,68.9,1,State,0
Athens,City,33.95081707,-83.36894174,High Blood Pressure,Obesity,28.4,0.935843565,27.5,2,State,0
Athens,City,33.95081707,-83.36894174,High Blood Pressure,Binge Drinking,28.4,0.935843565,16,3,State,0
Athens,City,33.95081707,-83.36894174,High Blood Pressure,Annual Checkup,28.4,0.935843565,71.4,4,State,0
Athens,City,33.95081707,-83.36894174,High Blood Pressure,Dental Visit,28.4,0.935843565,59.2,5,State,0
Athens,City,33.95081707,-83.36894174,Cancer (except skin),Cholesterol Screening,4.1,0.831713566,64.4,1,State,0
Athens,City,33.95081707,-83.36894174,Cancer (except skin),Taking BP Medication,4.1,0.831713566,68.9,2,State,0
Athens,City,33.95081707,-83.36894174,Cancer (except skin),Mammography,4.1,0.831713566,81.9,3,State,0
Athens,City,33.95081707,-83.36894174,Cancer (except skin),Sleep <7 hours,4.1,0.831713566,37.3,4,State,0
Athens,City,33.95081707,-83.36894174,Cancer (except skin),Colorectal Cancer Screening,4.1,0.831713566,59.7,5,State,0
Athens,City,33.95081707,-83.36894174,Current Asthma,Sleep <7 hours,9.6,0.868594269,37.3,1,State,0
Athens,City,33.95081707,-83.36894174,Current Asthma,Current Smoking,9.6,0.868594269,20.3,2,State,0
Athens,City,33.95081707,-83.36894174,Current Asthma,Colorectal Cancer Screening,9.6,0.868594269,59.7,3,State,0
Athens,City,33.95081707,-83.36894174,Current Asthma,Core preventive services for older women,9.6,0.868594269,29.9,4,State,0
Athens,City,33.95081707,-83.36894174,Current Asthma,Obesity,9.6,0.868594269,27.5,5,State,0
Athens,City,33.95081707,-83.36894174,Coronary Heart Disease,Taking BP Medication,4.5,0.840727351,68.9,1,State,0
Athens,City,33.95081707,-83.36894174,Coronary Heart Disease,Dental Visit,4.5,0.840727351,59.2,2,State,0
Athens,City,33.95081707,-83.36894174,Coronary Heart Disease,Sleep <7 hours,4.5,0.840727351,37.3,3,State,0
Athens,City,33.95081707,-83.36894174,Coronary Heart Disease,Physical Inactivity,4.5,0.840727351,28.2,4,State,0
Athens,City,33.95081707,-83.36894174,Coronary Heart Disease,Health Insurance,4.5,0.840727351,20.4,5,State,0
Athens,City,33.95081707,-83.36894174,COPD,Cholesterol Screening,6.3,0.901400731,64.4,1,State,0
Athens,City,33.95081707,-83.36894174,COPD,Dental Visit,6.3,0.901400731,59.2,2,State,0
Athens,City,33.95081707,-83.36894174,COPD,Current Smoking,6.3,0.901400731,20.3,3,State,0
Athens,City,33.95081707,-83.36894174,COPD,Physical Inactivity,6.3,0.901400731,28.2,4,State,0
Athens,City,33.95081707,-83.36894174,COPD,Health Insurance,6.3,0.901400731,20.4,5,State,0
Athens,City,33.95081707,-83.36894174,Diabetes,Taking BP Medication,8.7,0.934231335,68.9,1,State,0
Athens,City,33.95081707,-83.36894174,Diabetes,Dental Visit,8.7,0.934231335,59.2,2,State,0
Athens,City,33.95081707,-83.36894174,Diabetes,Cholesterol Screening,8.7,0.934231335,64.4,3,State,0
Athens,City,33.95081707,-83.36894174,Diabetes,Physical Inactivity,8.7,0.934231335,28.2,4,State,0
Athens,City,33.95081707,-83.36894174,Diabetes,Current Smoking,8.7,0.934231335,20.3,5,State,0
Athens,City,33.95081707,-83.36894174,High Cholesterol,Taking BP Medication,31,0.930340498,68.9,1,State,0
Athens,City,33.95081707,-83.36894174,High Cholesterol,Annual Checkup,31,0.930340498,71.4,2,State,0
Athens,City,33.95081707,-83.36894174,High Cholesterol,Physical Inactivity,31,0.930340498,28.2,3,State,0
Athens,City,33.95081707,-83.36894174,High Cholesterol,Cholesterol Screening,31,0.930340498,64.4,4,State,0
Athens,City,33.95081707,-83.36894174,High Cholesterol,Health Insurance,31,0.930340498,20.4,5,State,0
Athens,City,33.95081707,-83.36894174,Chronic Kidney Disease,Taking BP Medication,2.6,0.885832629,68.9,1,State,0
Athens,City,33.95081707,-83.36894174,Chronic Kidney Disease,Dental Visit,2.6,0.885832629,59.2,2,State,0
Athens,City,33.95081707,-83.36894174,Chronic Kidney Disease,Cholesterol Screening,2.6,0.885832629,64.4,3,State,0
Athens,City,33.95081707,-83.36894174,Chronic Kidney Disease,Physical Inactivity,2.6,0.885832629,28.2,4,State,0
Athens,City,33.95081707,-83.36894174,Chronic Kidney Disease,Annual Checkup,2.6,0.885832629,71.4,5,State,0
Athens,City,33.95081707,-83.36894174,Mental Health,Current Smoking,15.3,0.87986488,20.3,1,State,0
Athens,City,33.95081707,-83.36894174,Mental Health,Mammography,15.3,0.87986488,81.9,2,State,0
Athens,City,33.95081707,-83.36894174,Mental Health,Annual Checkup,15.3,0.87986488,71.4,3,State,0
Athens,City,33.95081707,-83.36894174,Mental Health,Physical Inactivity,15.3,0.87986488,28.2,4,State,0
Athens,City,33.95081707,-83.36894174,Mental Health,Cholesterol Screening,15.3,0.87986488,64.4,5,State,0
Athens,City,33.95081707,-83.36894174,Physical Health,Physical Inactivity,11.4,0.92794472,28.2,1,State,0
Athens,City,33.95081707,-83.36894174,Physical Health,Cholesterol Screening,11.4,0.92794472,64.4,2,State,0
Athens,City,33.95081707,-83.36894174,Physical Health,Dental Visit,11.4,0.92794472,59.2,3,State,0
Athens,City,33.95081707,-83.36894174,Physical Health,Current Smoking,11.4,0.92794472,20.3,4,State,0
Athens,City,33.95081707,-83.36894174,Physical Health,Annual Checkup,11.4,0.92794472,71.4,5,State,0
Athens,City,33.95081707,-83.36894174,Stroke,Taking BP Medication,2.7,0.867507992,68.9,1,State,0
Athens,City,33.95081707,-83.36894174,Stroke,Dental Visit,2.7,0.867507992,59.2,2,State,0
Athens,City,33.95081707,-83.36894174,Stroke,Cholesterol Screening,2.7,0.867507992,64.4,3,State,0
Athens,City,33.95081707,-83.36894174,Stroke,Obesity,2.7,0.867507992,27.5,4,State,0
Athens,City,33.95081707,-83.36894174,Stroke,Health Insurance,2.7,0.867507992,20.4,5,State,0
Athens,City,33.95081707,-83.36894174,Teeth Loss,Current Smoking,18.7,0.907248555,20.3,1,State,0
Athens,City,33.95081707,-83.36894174,Teeth Loss,Dental Visit,18.7,0.907248555,59.2,2,State,0
Athens,City,33.95081707,-83.36894174,Teeth Loss,Physical Inactivity,18.7,0.907248555,28.2,3,State,0
Athens,City,33.95081707,-83.36894174,Teeth Loss,Mammography,18.7,0.907248555,81.9,4,State,0
Athens,City,33.95081707,-83.36894174,Teeth Loss,Sleep <7 hours,18.7,0.907248555,37.3,5,State,0
Atlanta,City,33.76265247,-84.42314191,Arthritis,Taking BP Medication,18.8,0.886738565,74.2,1,State,0
Atlanta,City,33.76265247,-84.42314191,Arthritis,Binge Drinking,18.8,0.886738565,16.3,2,State,0
Atlanta,City,33.76265247,-84.42314191,Arthritis,Current Smoking,18.8,0.886738565,17.1,3,State,0
Atlanta,City,33.76265247,-84.42314191,Arthritis,Sleep <7 hours,18.8,0.886738565,38.4,4,State,0
Atlanta,City,33.76265247,-84.42314191,Arthritis,Health Insurance,18.8,0.886738565,17.7,5,State,0
Atlanta,City,33.76265247,-84.42314191,High Blood Pressure,Taking BP Medication,33.4,0.935843565,74.2,1,State,0
Atlanta,City,33.76265247,-84.42314191,High Blood Pressure,Obesity,33.4,0.935843565,27.9,2,State,0
Atlanta,City,33.76265247,-84.42314191,High Blood Pressure,Binge Drinking,33.4,0.935843565,16.3,3,State,0
Atlanta,City,33.76265247,-84.42314191,High Blood Pressure,Annual Checkup,33.4,0.935843565,74.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,High Blood Pressure,Dental Visit,33.4,0.935843565,62.1,5,State,0
Atlanta,City,33.76265247,-84.42314191,Cancer (except skin),Cholesterol Screening,4.8,0.831713566,74.8,1,State,0
Atlanta,City,33.76265247,-84.42314191,Cancer (except skin),Taking BP Medication,4.8,0.831713566,74.2,2,State,0
Atlanta,City,33.76265247,-84.42314191,Cancer (except skin),Mammography,4.8,0.831713566,83.8,3,State,0
Atlanta,City,33.76265247,-84.42314191,Cancer (except skin),Sleep <7 hours,4.8,0.831713566,38.4,4,State,0
Atlanta,City,33.76265247,-84.42314191,Cancer (except skin),Colorectal Cancer Screening,4.8,0.831713566,62.6,5,State,0
Atlanta,City,33.76265247,-84.42314191,Current Asthma,Sleep <7 hours,9,0.868594269,38.4,1,State,0
Atlanta,City,33.76265247,-84.42314191,Current Asthma,Current Smoking,9,0.868594269,17.1,2,State,0
Atlanta,City,33.76265247,-84.42314191,Current Asthma,Colorectal Cancer Screening,9,0.868594269,62.6,3,State,0
Atlanta,City,33.76265247,-84.42314191,Current Asthma,Core preventive services for older women,9,0.868594269,31.3,4,State,0
Atlanta,City,33.76265247,-84.42314191,Current Asthma,Obesity,9,0.868594269,27.9,5,State,0
Atlanta,City,33.76265247,-84.42314191,Coronary Heart Disease,Taking BP Medication,5,0.840727351,74.2,1,State,0
Atlanta,City,33.76265247,-84.42314191,Coronary Heart Disease,Dental Visit,5,0.840727351,62.1,2,State,0
Atlanta,City,33.76265247,-84.42314191,Coronary Heart Disease,Sleep <7 hours,5,0.840727351,38.4,3,State,0
Atlanta,City,33.76265247,-84.42314191,Coronary Heart Disease,Physical Inactivity,5,0.840727351,25.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,Coronary Heart Disease,Health Insurance,5,0.840727351,17.7,5,State,0
Atlanta,City,33.76265247,-84.42314191,COPD,Cholesterol Screening,5.7,0.901400731,74.8,1,State,0
Atlanta,City,33.76265247,-84.42314191,COPD,Dental Visit,5.7,0.901400731,62.1,2,State,0
Atlanta,City,33.76265247,-84.42314191,COPD,Current Smoking,5.7,0.901400731,17.1,3,State,0
Atlanta,City,33.76265247,-84.42314191,COPD,Physical Inactivity,5.7,0.901400731,25.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,COPD,Health Insurance,5.7,0.901400731,17.7,5,State,0
Atlanta,City,33.76265247,-84.42314191,Diabetes,Taking BP Medication,10.9,0.934231335,74.2,1,State,0
Atlanta,City,33.76265247,-84.42314191,Diabetes,Dental Visit,10.9,0.934231335,62.1,2,State,0
Atlanta,City,33.76265247,-84.42314191,Diabetes,Cholesterol Screening,10.9,0.934231335,74.8,3,State,0
Atlanta,City,33.76265247,-84.42314191,Diabetes,Physical Inactivity,10.9,0.934231335,25.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,Diabetes,Current Smoking,10.9,0.934231335,17.1,5,State,0
Atlanta,City,33.76265247,-84.42314191,High Cholesterol,Taking BP Medication,31.3,0.930340498,74.2,1,State,0
Atlanta,City,33.76265247,-84.42314191,High Cholesterol,Annual Checkup,31.3,0.930340498,74.8,2,State,0
Atlanta,City,33.76265247,-84.42314191,High Cholesterol,Physical Inactivity,31.3,0.930340498,25.8,3,State,0
Atlanta,City,33.76265247,-84.42314191,High Cholesterol,Cholesterol Screening,31.3,0.930340498,74.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,High Cholesterol,Health Insurance,31.3,0.930340498,17.7,5,State,0
Atlanta,City,33.76265247,-84.42314191,Chronic Kidney Disease,Taking BP Medication,2.9,0.885832629,74.2,1,State,0
Atlanta,City,33.76265247,-84.42314191,Chronic Kidney Disease,Dental Visit,2.9,0.885832629,62.1,2,State,0
Atlanta,City,33.76265247,-84.42314191,Chronic Kidney Disease,Cholesterol Screening,2.9,0.885832629,74.8,3,State,0
Atlanta,City,33.76265247,-84.42314191,Chronic Kidney Disease,Physical Inactivity,2.9,0.885832629,25.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,Chronic Kidney Disease,Annual Checkup,2.9,0.885832629,74.8,5,State,0
Atlanta,City,33.76265247,-84.42314191,Mental Health,Current Smoking,12.2,0.87986488,17.1,1,State,0
Atlanta,City,33.76265247,-84.42314191,Mental Health,Mammography,12.2,0.87986488,83.8,2,State,0
Atlanta,City,33.76265247,-84.42314191,Mental Health,Annual Checkup,12.2,0.87986488,74.8,3,State,0
Atlanta,City,33.76265247,-84.42314191,Mental Health,Physical Inactivity,12.2,0.87986488,25.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,Mental Health,Cholesterol Screening,12.2,0.87986488,74.8,5,State,0
Atlanta,City,33.76265247,-84.42314191,Physical Health,Physical Inactivity,11.1,0.92794472,25.8,1,State,0
Atlanta,City,33.76265247,-84.42314191,Physical Health,Cholesterol Screening,11.1,0.92794472,74.8,2,State,0
Atlanta,City,33.76265247,-84.42314191,Physical Health,Dental Visit,11.1,0.92794472,62.1,3,State,0
Atlanta,City,33.76265247,-84.42314191,Physical Health,Current Smoking,11.1,0.92794472,17.1,4,State,0
Atlanta,City,33.76265247,-84.42314191,Physical Health,Annual Checkup,11.1,0.92794472,74.8,5,State,0
Atlanta,City,33.76265247,-84.42314191,Stroke,Taking BP Medication,3.5,0.867507992,74.2,1,State,0
Atlanta,City,33.76265247,-84.42314191,Stroke,Dental Visit,3.5,0.867507992,62.1,2,State,0
Atlanta,City,33.76265247,-84.42314191,Stroke,Cholesterol Screening,3.5,0.867507992,74.8,3,State,0
Atlanta,City,33.76265247,-84.42314191,Stroke,Obesity,3.5,0.867507992,27.9,4,State,0
Atlanta,City,33.76265247,-84.42314191,Stroke,Health Insurance,3.5,0.867507992,17.7,5,State,0
Atlanta,City,33.76265247,-84.42314191,Teeth Loss,Current Smoking,19.3,0.907248555,17.1,1,State,0
Atlanta,City,33.76265247,-84.42314191,Teeth Loss,Dental Visit,19.3,0.907248555,62.1,2,State,0
Atlanta,City,33.76265247,-84.42314191,Teeth Loss,Physical Inactivity,19.3,0.907248555,25.8,3,State,0
Atlanta,City,33.76265247,-84.42314191,Teeth Loss,Mammography,19.3,0.907248555,83.8,4,State,0
Atlanta,City,33.76265247,-84.42314191,Teeth Loss,Sleep <7 hours,19.3,0.907248555,38.4,5,State,0
Augusta,City,33.36445615,-82.07083968,Arthritis,Taking BP Medication,26.6,0.886738565,77.6,1,State,0
Augusta,City,33.36445615,-82.07083968,Arthritis,Binge Drinking,26.6,0.886738565,14.3,2,State,0
Augusta,City,33.36445615,-82.07083968,Arthritis,Current Smoking,26.6,0.886738565,22.5,3,State,0
Augusta,City,33.36445615,-82.07083968,Arthritis,Sleep <7 hours,26.6,0.886738565,42.5,4,State,0
Augusta,City,33.36445615,-82.07083968,Arthritis,Health Insurance,26.6,0.886738565,21.2,5,State,0
Augusta,City,33.36445615,-82.07083968,High Blood Pressure,Taking BP Medication,39.4,0.935843565,77.6,1,State,0
Augusta,City,33.36445615,-82.07083968,High Blood Pressure,Obesity,39.4,0.935843565,35.6,2,State,0
Augusta,City,33.36445615,-82.07083968,High Blood Pressure,Binge Drinking,39.4,0.935843565,14.3,3,State,0
Augusta,City,33.36445615,-82.07083968,High Blood Pressure,Annual Checkup,39.4,0.935843565,76.4,4,State,0
Augusta,City,33.36445615,-82.07083968,High Blood Pressure,Dental Visit,39.4,0.935843565,59.8,5,State,0
Augusta,City,33.36445615,-82.07083968,Cancer (except skin),Cholesterol Screening,5.5,0.831713566,73.5,1,State,0
Augusta,City,33.36445615,-82.07083968,Cancer (except skin),Taking BP Medication,5.5,0.831713566,77.6,2,State,0
Augusta,City,33.36445615,-82.07083968,Cancer (except skin),Mammography,5.5,0.831713566,81.7,3,State,0
Augusta,City,33.36445615,-82.07083968,Cancer (except skin),Sleep <7 hours,5.5,0.831713566,42.5,4,State,0
Augusta,City,33.36445615,-82.07083968,Cancer (except skin),Colorectal Cancer Screening,5.5,0.831713566,60.3,5,State,0
Augusta,City,33.36445615,-82.07083968,Current Asthma,Sleep <7 hours,10.2,0.868594269,42.5,1,State,0
Augusta,City,33.36445615,-82.07083968,Current Asthma,Current Smoking,10.2,0.868594269,22.5,2,State,0
Augusta,City,33.36445615,-82.07083968,Current Asthma,Colorectal Cancer Screening,10.2,0.868594269,60.3,3,State,0
Augusta,City,33.36445615,-82.07083968,Current Asthma,Core preventive services for older women,10.2,0.868594269,28,4,State,0
Augusta,City,33.36445615,-82.07083968,Current Asthma,Obesity,10.2,0.868594269,35.6,5,State,0
Augusta,City,33.36445615,-82.07083968,Coronary Heart Disease,Taking BP Medication,6.6,0.840727351,77.6,1,State,0
Augusta,City,33.36445615,-82.07083968,Coronary Heart Disease,Dental Visit,6.6,0.840727351,59.8,2,State,0
Augusta,City,33.36445615,-82.07083968,Coronary Heart Disease,Sleep <7 hours,6.6,0.840727351,42.5,3,State,0
Augusta,City,33.36445615,-82.07083968,Coronary Heart Disease,Physical Inactivity,6.6,0.840727351,33.2,4,State,0
Augusta,City,33.36445615,-82.07083968,Coronary Heart Disease,Health Insurance,6.6,0.840727351,21.2,5,State,0
Augusta,City,33.36445615,-82.07083968,COPD,Cholesterol Screening,8,0.901400731,73.5,1,State,0
Augusta,City,33.36445615,-82.07083968,COPD,Dental Visit,8,0.901400731,59.8,2,State,0
Augusta,City,33.36445615,-82.07083968,COPD,Current Smoking,8,0.901400731,22.5,3,State,0
Augusta,City,33.36445615,-82.07083968,COPD,Physical Inactivity,8,0.901400731,33.2,4,State,0
Augusta,City,33.36445615,-82.07083968,COPD,Health Insurance,8,0.901400731,21.2,5,State,0
Augusta,City,33.36445615,-82.07083968,Diabetes,Taking BP Medication,12.9,0.934231335,77.6,1,State,0
Augusta,City,33.36445615,-82.07083968,Diabetes,Dental Visit,12.9,0.934231335,59.8,2,State,0
Augusta,City,33.36445615,-82.07083968,Diabetes,Cholesterol Screening,12.9,0.934231335,73.5,3,State,0
Augusta,City,33.36445615,-82.07083968,Diabetes,Physical Inactivity,12.9,0.934231335,33.2,4,State,0
Augusta,City,33.36445615,-82.07083968,Diabetes,Current Smoking,12.9,0.934231335,22.5,5,State,0
Augusta,City,33.36445615,-82.07083968,High Cholesterol,Taking BP Medication,36.1,0.930340498,77.6,1,State,0
Augusta,City,33.36445615,-82.07083968,High Cholesterol,Annual Checkup,36.1,0.930340498,76.4,2,State,0
Augusta,City,33.36445615,-82.07083968,High Cholesterol,Physical Inactivity,36.1,0.930340498,33.2,3,State,0
Augusta,City,33.36445615,-82.07083968,High Cholesterol,Cholesterol Screening,36.1,0.930340498,73.5,4,State,0
Augusta,City,33.36445615,-82.07083968,High Cholesterol,Health Insurance,36.1,0.930340498,21.2,5,State,0
Augusta,City,33.36445615,-82.07083968,Chronic Kidney Disease,Taking BP Medication,3.4,0.885832629,77.6,1,State,0
Augusta,City,33.36445615,-82.07083968,Chronic Kidney Disease,Dental Visit,3.4,0.885832629,59.8,2,State,0
Augusta,City,33.36445615,-82.07083968,Chronic Kidney Disease,Cholesterol Screening,3.4,0.885832629,73.5,3,State,0
Augusta,City,33.36445615,-82.07083968,Chronic Kidney Disease,Physical Inactivity,3.4,0.885832629,33.2,4,State,0
Augusta,City,33.36445615,-82.07083968,Chronic Kidney Disease,Annual Checkup,3.4,0.885832629,76.4,5,State,0
Augusta,City,33.36445615,-82.07083968,Mental Health,Current Smoking,14.5,0.87986488,22.5,1,State,0
Augusta,City,33.36445615,-82.07083968,Mental Health,Mammography,14.5,0.87986488,81.7,2,State,0
Augusta,City,33.36445615,-82.07083968,Mental Health,Annual Checkup,14.5,0.87986488,76.4,3,State,0
Augusta,City,33.36445615,-82.07083968,Mental Health,Physical Inactivity,14.5,0.87986488,33.2,4,State,0
Augusta,City,33.36445615,-82.07083968,Mental Health,Cholesterol Screening,14.5,0.87986488,73.5,5,State,0
Augusta,City,33.36445615,-82.07083968,Physical Health,Physical Inactivity,14.4,0.92794472,33.2,1,State,0
Augusta,City,33.36445615,-82.07083968,Physical Health,Cholesterol Screening,14.4,0.92794472,73.5,2,State,0
Augusta,City,33.36445615,-82.07083968,Physical Health,Dental Visit,14.4,0.92794472,59.8,3,State,0
Augusta,City,33.36445615,-82.07083968,Physical Health,Current Smoking,14.4,0.92794472,22.5,4,State,0
Augusta,City,33.36445615,-82.07083968,Physical Health,Annual Checkup,14.4,0.92794472,76.4,5,State,0
Augusta,City,33.36445615,-82.07083968,Stroke,Taking BP Medication,4.2,0.867507992,77.6,1,State,0
Augusta,City,33.36445615,-82.07083968,Stroke,Dental Visit,4.2,0.867507992,59.8,2,State,0
Augusta,City,33.36445615,-82.07083968,Stroke,Cholesterol Screening,4.2,0.867507992,73.5,3,State,0
Augusta,City,33.36445615,-82.07083968,Stroke,Obesity,4.2,0.867507992,35.6,4,State,0
Augusta,City,33.36445615,-82.07083968,Stroke,Health Insurance,4.2,0.867507992,21.2,5,State,0
Augusta,City,33.36445615,-82.07083968,Teeth Loss,Current Smoking,22.6,0.907248555,22.5,1,State,0
Augusta,City,33.36445615,-82.07083968,Teeth Loss,Dental Visit,22.6,0.907248555,59.8,2,State,0
Augusta,City,33.36445615,-82.07083968,Teeth Loss,Physical Inactivity,22.6,0.907248555,33.2,3,State,0
Augusta,City,33.36445615,-82.07083968,Teeth Loss,Mammography,22.6,0.907248555,81.7,4,State,0
Augusta,City,33.36445615,-82.07083968,Teeth Loss,Sleep <7 hours,22.6,0.907248555,42.5,5,State,0
Columbus,City,32.50996149,-84.87704106,Arthritis,Taking BP Medication,26.6,0.886738565,77.2,1,State,0
Columbus,City,32.50996149,-84.87704106,Arthritis,Binge Drinking,26.6,0.886738565,13.9,2,State,0
Columbus,City,32.50996149,-84.87704106,Arthritis,Current Smoking,26.6,0.886738565,21.4,3,State,0
Columbus,City,32.50996149,-84.87704106,Arthritis,Sleep <7 hours,26.6,0.886738565,41.4,4,State,0
Columbus,City,32.50996149,-84.87704106,Arthritis,Health Insurance,26.6,0.886738565,20.2,5,State,0
Columbus,City,32.50996149,-84.87704106,High Blood Pressure,Taking BP Medication,37.7,0.935843565,77.2,1,State,0
Columbus,City,32.50996149,-84.87704106,High Blood Pressure,Obesity,37.7,0.935843565,34.3,2,State,0
Columbus,City,32.50996149,-84.87704106,High Blood Pressure,Binge Drinking,37.7,0.935843565,13.9,3,State,0
Columbus,City,32.50996149,-84.87704106,High Blood Pressure,Annual Checkup,37.7,0.935843565,76.7,4,State,0
Columbus,City,32.50996149,-84.87704106,High Blood Pressure,Dental Visit,37.7,0.935843565,59.3,5,State,0
Columbus,City,32.50996149,-84.87704106,Cancer (except skin),Cholesterol Screening,5.8,0.831713566,75.6,1,State,0
Columbus,City,32.50996149,-84.87704106,Cancer (except skin),Taking BP Medication,5.8,0.831713566,77.2,2,State,0
Columbus,City,32.50996149,-84.87704106,Cancer (except skin),Mammography,5.8,0.831713566,81.6,3,State,0
Columbus,City,32.50996149,-84.87704106,Cancer (except skin),Sleep <7 hours,5.8,0.831713566,41.4,4,State,0
Columbus,City,32.50996149,-84.87704106,Cancer (except skin),Colorectal Cancer Screening,5.8,0.831713566,60.1,5,State,0
Columbus,City,32.50996149,-84.87704106,Current Asthma,Sleep <7 hours,9.5,0.868594269,41.4,1,State,0
Columbus,City,32.50996149,-84.87704106,Current Asthma,Current Smoking,9.5,0.868594269,21.4,2,State,0
Columbus,City,32.50996149,-84.87704106,Current Asthma,Colorectal Cancer Screening,9.5,0.868594269,60.1,3,State,0
Columbus,City,32.50996149,-84.87704106,Current Asthma,Core preventive services for older women,9.5,0.868594269,30.3,4,State,0
Columbus,City,32.50996149,-84.87704106,Current Asthma,Obesity,9.5,0.868594269,34.3,5,State,0
Columbus,City,32.50996149,-84.87704106,Coronary Heart Disease,Taking BP Medication,6.4,0.840727351,77.2,1,State,0
Columbus,City,32.50996149,-84.87704106,Coronary Heart Disease,Dental Visit,6.4,0.840727351,59.3,2,State,0
Columbus,City,32.50996149,-84.87704106,Coronary Heart Disease,Sleep <7 hours,6.4,0.840727351,41.4,3,State,0
Columbus,City,32.50996149,-84.87704106,Coronary Heart Disease,Physical Inactivity,6.4,0.840727351,32.2,4,State,0
Columbus,City,32.50996149,-84.87704106,Coronary Heart Disease,Health Insurance,6.4,0.840727351,20.2,5,State,0
Columbus,City,32.50996149,-84.87704106,COPD,Cholesterol Screening,7.5,0.901400731,75.6,1,State,0
Columbus,City,32.50996149,-84.87704106,COPD,Dental Visit,7.5,0.901400731,59.3,2,State,0
Columbus,City,32.50996149,-84.87704106,COPD,Current Smoking,7.5,0.901400731,21.4,3,State,0
Columbus,City,32.50996149,-84.87704106,COPD,Physical Inactivity,7.5,0.901400731,32.2,4,State,0
Columbus,City,32.50996149,-84.87704106,COPD,Health Insurance,7.5,0.901400731,20.2,5,State,0
Columbus,City,32.50996149,-84.87704106,Diabetes,Taking BP Medication,12.9,0.934231335,77.2,1,State,0
Columbus,City,32.50996149,-84.87704106,Diabetes,Dental Visit,12.9,0.934231335,59.3,2,State,0
Columbus,City,32.50996149,-84.87704106,Diabetes,Cholesterol Screening,12.9,0.934231335,75.6,3,State,0
Columbus,City,32.50996149,-84.87704106,Diabetes,Physical Inactivity,12.9,0.934231335,32.2,4,State,0
Columbus,City,32.50996149,-84.87704106,Diabetes,Current Smoking,12.9,0.934231335,21.4,5,State,0
Columbus,City,32.50996149,-84.87704106,High Cholesterol,Taking BP Medication,36.5,0.930340498,77.2,1,State,0
