Region,Level,OutcomeShort,PreventionShort,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,Latitude,Longitude,Outcome,Prevention
Huntsville,City,HIGHCHOL,CHOLSCREEN,38.9,0.978006931,76.8,3,State,34.69896927,-86.63870429,High Cholesterol,Cholesterol Screening
Huntsville,City,HIGHCHOL,CSMOKING,38.9,0.978006931,18.5,4,State,34.69896927,-86.63870429,High Cholesterol,Current Smoking
Huntsville,City,HIGHCHOL,SLEEP,38.9,0.978006931,37.8,5,State,34.69896927,-86.63870429,High Cholesterol,Sleep <7 hours
Huntsville,City,KIDNEY,LPA,3,0.967984527,26,1,State,34.69896927,-86.63870429,Chronic Kidney Disease,Physical Inactivity
Huntsville,City,KIDNEY,CSMOKING,3,0.967984527,18.5,2,State,34.69896927,-86.63870429,Chronic Kidney Disease,Current Smoking
Huntsville,City,KIDNEY,SLEEP,3,0.967984527,37.8,3,State,34.69896927,-86.63870429,Chronic Kidney Disease,Sleep <7 hours
Huntsville,City,KIDNEY,CHOLSCREEN,3,0.967984527,76.8,4,State,34.69896927,-86.63870429,Chronic Kidney Disease,Cholesterol Screening
Huntsville,City,KIDNEY,BINGE,3,0.967984527,14.1,5,State,34.69896927,-86.63870429,Chronic Kidney Disease,Binge Drinking
Huntsville,City,MHLTH,CSMOKING,13.3,0.974351843,18.5,1,State,34.69896927,-86.63870429,Mental Health,Current Smoking
Huntsville,City,MHLTH,BPMED,13.3,0.974351843,79,2,State,34.69896927,-86.63870429,Mental Health,Taking BP Medication
Huntsville,City,MHLTH,CHOLSCREEN,13.3,0.974351843,76.8,3,State,34.69896927,-86.63870429,Mental Health,Cholesterol Screening
Huntsville,City,MHLTH,DENTAL,13.3,0.974351843,61.2,4,State,34.69896927,-86.63870429,Mental Health,Dental Visit
Huntsville,City,MHLTH,ACCESS2,13.3,0.974351843,15.3,5,State,34.69896927,-86.63870429,Mental Health,Health Insurance
Huntsville,City,PHLTH,LPA,13.2,0.977795063,26,1,State,34.69896927,-86.63870429,Physical Health,Physical Inactivity
Huntsville,City,PHLTH,BPMED,13.2,0.977795063,79,2,State,34.69896927,-86.63870429,Physical Health,Taking BP Medication
Huntsville,City,PHLTH,COLON_SCREEN,13.2,0.977795063,71.7,3,State,34.69896927,-86.63870429,Physical Health,Colorectal Cancer Screening
Huntsville,City,PHLTH,CSMOKING,13.2,0.977795063,18.5,4,State,34.69896927,-86.63870429,Physical Health,Current Smoking
Huntsville,City,PHLTH,OBESITY,13.2,0.977795063,32.6,5,State,34.69896927,-86.63870429,Physical Health,Obesity
Huntsville,City,STROKE,LPA,3.4,0.948855653,26,1,State,34.69896927,-86.63870429,Stroke,Physical Inactivity
Huntsville,City,STROKE,CSMOKING,3.4,0.948855653,18.5,2,State,34.69896927,-86.63870429,Stroke,Current Smoking
Huntsville,City,STROKE,BINGE,3.4,0.948855653,14.1,3,State,34.69896927,-86.63870429,Stroke,Binge Drinking
Huntsville,City,STROKE,CHOLSCREEN,3.4,0.948855653,76.8,4,State,34.69896927,-86.63870429,Stroke,Cholesterol Screening
Huntsville,City,STROKE,SLEEP,3.4,0.948855653,37.8,5,State,34.69896927,-86.63870429,Stroke,Sleep <7 hours
Huntsville,City,TEETHLOST,LPA,14.2,0.942122411,26,1,State,34.69896927,-86.63870429,Teeth Loss,Physical Inactivity
Huntsville,City,TEETHLOST,CSMOKING,14.2,0.942122411,18.5,2,State,34.69896927,-86.63870429,Teeth Loss,Current Smoking
Huntsville,City,TEETHLOST,CHOLSCREEN,14.2,0.942122411,76.8,3,State,34.69896927,-86.63870429,Teeth Loss,Cholesterol Screening
Huntsville,City,TEETHLOST,MAMMOUSE,14.2,0.942122411,80.2,4,State,34.69896927,-86.63870429,Teeth Loss,Mammography
Huntsville,City,TEETHLOST,BINGE,14.2,0.942122411,14.1,5,State,34.69896927,-86.63870429,Teeth Loss,Binge Drinking
Mobile,City,ARTHRITIS,BPMED,32.1,0.944676149,79.3,1,National,30.67762486,-88.11844827,Arthritis,Taking BP Medication
Mobile,City,ARTHRITIS,BINGE,32.1,0.944676149,14.7,2,National,30.67762486,-88.11844827,Arthritis,Binge Drinking
Mobile,City,ARTHRITIS,CHOLSCREEN,32.1,0.944676149,75.9,3,National,30.67762486,-88.11844827,Arthritis,Cholesterol Screening
Mobile,City,ARTHRITIS,CSMOKING,32.1,0.944676149,20.2,4,National,30.67762486,-88.11844827,Arthritis,Current Smoking
Mobile,City,ARTHRITIS,SLEEP,32.1,0.944676149,39.1,5,National,30.67762486,-88.11844827,Arthritis,Sleep <7 hours
Mobile,City,BPHIGH,CHECKUP,42,0.980782138,74.6,1,National,30.67762486,-88.11844827,High Blood Pressure,Annual Checkup
Mobile,City,BPHIGH,BINGE,42,0.980782138,14.7,2,National,30.67762486,-88.11844827,High Blood Pressure,Binge Drinking
Mobile,City,BPHIGH,BPMED,42,0.980782138,79.3,3,National,30.67762486,-88.11844827,High Blood Pressure,Taking BP Medication
Mobile,City,BPHIGH,OBESITY,42,0.980782138,39,4,National,30.67762486,-88.11844827,High Blood Pressure,Obesity
Mobile,City,BPHIGH,CHOLSCREEN,42,0.980782138,75.9,5,National,30.67762486,-88.11844827,High Blood Pressure,Cholesterol Screening
Mobile,City,CANCER,BPMED,6.3,0.946091937,79.3,1,National,30.67762486,-88.11844827,Cancer (except skin),Taking BP Medication
Mobile,City,CANCER,SLEEP,6.3,0.946091937,39.1,2,National,30.67762486,-88.11844827,Cancer (except skin),Sleep <7 hours
Mobile,City,CANCER,BINGE,6.3,0.946091937,14.7,3,National,30.67762486,-88.11844827,Cancer (except skin),Binge Drinking
Mobile,City,CANCER,DENTAL,6.3,0.946091937,58.7,4,National,30.67762486,-88.11844827,Cancer (except skin),Dental Visit
Mobile,City,CANCER,LPA,6.3,0.946091937,29.5,5,National,30.67762486,-88.11844827,Cancer (except skin),Physical Inactivity
Mobile,City,CASTHMA,CSMOKING,9.9,0.984219537,20.2,1,National,30.67762486,-88.11844827,Current Asthma,Current Smoking
Mobile,City,CASTHMA,CHECKUP,9.9,0.984219537,74.6,2,National,30.67762486,-88.11844827,Current Asthma,Annual Checkup
Mobile,City,CASTHMA,CHOLSCREEN,9.9,0.984219537,75.9,3,National,30.67762486,-88.11844827,Current Asthma,Cholesterol Screening
Mobile,City,CASTHMA,SLEEP,9.9,0.984219537,39.1,4,National,30.67762486,-88.11844827,Current Asthma,Sleep <7 hours
Mobile,City,CASTHMA,DENTAL,9.9,0.984219537,58.7,5,National,30.67762486,-88.11844827,Current Asthma,Dental Visit
Mobile,City,CHD,LPA,7.7,0.925981649,29.5,1,National,30.67762486,-88.11844827,Coronary Heart Disease,Physical Inactivity
Mobile,City,CHD,SLEEP,7.7,0.925981649,39.1,2,National,30.67762486,-88.11844827,Coronary Heart Disease,Sleep <7 hours
Mobile,City,CHD,BPMED,7.7,0.925981649,79.3,3,National,30.67762486,-88.11844827,Coronary Heart Disease,Taking BP Medication
Mobile,City,CHD,BINGE,7.7,0.925981649,14.7,4,National,30.67762486,-88.11844827,Coronary Heart Disease,Binge Drinking
Mobile,City,CHD,CHOLSCREEN,7.7,0.925981649,75.9,5,National,30.67762486,-88.11844827,Coronary Heart Disease,Cholesterol Screening
Mobile,City,COPD,CSMOKING,8.6,0.957688064,20.2,1,National,30.67762486,-88.11844827,COPD,Current Smoking
Mobile,City,COPD,SLEEP,8.6,0.957688064,39.1,2,National,30.67762486,-88.11844827,COPD,Sleep <7 hours
Mobile,City,COPD,BPMED,8.6,0.957688064,79.3,3,National,30.67762486,-88.11844827,COPD,Taking BP Medication
Mobile,City,COPD,BINGE,8.6,0.957688064,14.7,4,National,30.67762486,-88.11844827,COPD,Binge Drinking
Mobile,City,COPD,LPA,8.6,0.957688064,29.5,5,National,30.67762486,-88.11844827,COPD,Physical Inactivity
Mobile,City,DIABETES,CHOLSCREEN,15.2,0.966452298,75.9,1,National,30.67762486,-88.11844827,Diabetes,Cholesterol Screening
Mobile,City,DIABETES,DENTAL,15.2,0.966452298,58.7,2,National,30.67762486,-88.11844827,Diabetes,Dental Visit
Mobile,City,DIABETES,LPA,15.2,0.966452298,29.5,3,National,30.67762486,-88.11844827,Diabetes,Physical Inactivity
Mobile,City,DIABETES,CSMOKING,15.2,0.966452298,20.2,4,National,30.67762486,-88.11844827,Diabetes,Current Smoking
Mobile,City,DIABETES,BPMED,15.2,0.966452298,79.3,5,National,30.67762486,-88.11844827,Diabetes,Taking BP Medication
Mobile,City,HIGHCHOL,BPMED,39.9,0.978006931,79.3,1,National,30.67762486,-88.11844827,High Cholesterol,Taking BP Medication
Mobile,City,HIGHCHOL,BINGE,39.9,0.978006931,14.7,2,National,30.67762486,-88.11844827,High Cholesterol,Binge Drinking
Mobile,City,HIGHCHOL,CHOLSCREEN,39.9,0.978006931,75.9,3,National,30.67762486,-88.11844827,High Cholesterol,Cholesterol Screening
Mobile,City,HIGHCHOL,CSMOKING,39.9,0.978006931,20.2,4,National,30.67762486,-88.11844827,High Cholesterol,Current Smoking
Mobile,City,HIGHCHOL,SLEEP,39.9,0.978006931,39.1,5,National,30.67762486,-88.11844827,High Cholesterol,Sleep <7 hours
Mobile,City,KIDNEY,LPA,3.4,0.967984527,29.5,1,National,30.67762486,-88.11844827,Chronic Kidney Disease,Physical Inactivity
Mobile,City,KIDNEY,CSMOKING,3.4,0.967984527,20.2,2,National,30.67762486,-88.11844827,Chronic Kidney Disease,Current Smoking
Mobile,City,KIDNEY,SLEEP,3.4,0.967984527,39.1,3,National,30.67762486,-88.11844827,Chronic Kidney Disease,Sleep <7 hours
Mobile,City,KIDNEY,CHOLSCREEN,3.4,0.967984527,75.9,4,National,30.67762486,-88.11844827,Chronic Kidney Disease,Cholesterol Screening
Mobile,City,KIDNEY,BINGE,3.4,0.967984527,14.7,5,National,30.67762486,-88.11844827,Chronic Kidney Disease,Binge Drinking
Mobile,City,MHLTH,CSMOKING,14.7,0.974351843,20.2,1,National,30.67762486,-88.11844827,Mental Health,Current Smoking
Mobile,City,MHLTH,BPMED,14.7,0.974351843,79.3,2,National,30.67762486,-88.11844827,Mental Health,Taking BP Medication
Mobile,City,MHLTH,CHOLSCREEN,14.7,0.974351843,75.9,3,National,30.67762486,-88.11844827,Mental Health,Cholesterol Screening
Mobile,City,MHLTH,DENTAL,14.7,0.974351843,58.7,4,National,30.67762486,-88.11844827,Mental Health,Dental Visit
Mobile,City,MHLTH,ACCESS2,14.7,0.974351843,17,5,National,30.67762486,-88.11844827,Mental Health,Health Insurance
Mobile,City,PHLTH,LPA,15.7,0.977795063,29.5,1,National,30.67762486,-88.11844827,Physical Health,Physical Inactivity
Mobile,City,PHLTH,BPMED,15.7,0.977795063,79.3,2,National,30.67762486,-88.11844827,Physical Health,Taking BP Medication
Mobile,City,PHLTH,COLON_SCREEN,15.7,0.977795063,65,3,National,30.67762486,-88.11844827,Physical Health,Colorectal Cancer Screening
Mobile,City,PHLTH,CSMOKING,15.7,0.977795063,20.2,4,National,30.67762486,-88.11844827,Physical Health,Current Smoking
Mobile,City,PHLTH,OBESITY,15.7,0.977795063,39,5,National,30.67762486,-88.11844827,Physical Health,Obesity
Mobile,City,STROKE,LPA,4.5,0.948855653,29.5,1,National,30.67762486,-88.11844827,Stroke,Physical Inactivity
Mobile,City,STROKE,CSMOKING,4.5,0.948855653,20.2,2,National,30.67762486,-88.11844827,Stroke,Current Smoking
Mobile,City,STROKE,BINGE,4.5,0.948855653,14.7,3,National,30.67762486,-88.11844827,Stroke,Binge Drinking
Mobile,City,STROKE,CHOLSCREEN,4.5,0.948855653,75.9,4,National,30.67762486,-88.11844827,Stroke,Cholesterol Screening
Mobile,City,STROKE,SLEEP,4.5,0.948855653,39.1,5,National,30.67762486,-88.11844827,Stroke,Sleep <7 hours
Mobile,City,TEETHLOST,LPA,19.7,0.942122411,29.5,1,National,30.67762486,-88.11844827,Teeth Loss,Physical Inactivity
Mobile,City,TEETHLOST,CSMOKING,19.7,0.942122411,20.2,2,National,30.67762486,-88.11844827,Teeth Loss,Current Smoking
Mobile,City,TEETHLOST,CHOLSCREEN,19.7,0.942122411,75.9,3,National,30.67762486,-88.11844827,Teeth Loss,Cholesterol Screening
Mobile,City,TEETHLOST,MAMMOUSE,19.7,0.942122411,82,4,National,30.67762486,-88.11844827,Teeth Loss,Mammography
Mobile,City,TEETHLOST,BINGE,19.7,0.942122411,14.7,5,National,30.67762486,-88.11844827,Teeth Loss,Binge Drinking
Mobile,City,ARTHRITIS,BPMED,32.1,0.944676149,79.3,1,State,30.67762486,-88.11844827,Arthritis,Taking BP Medication
Mobile,City,ARTHRITIS,BINGE,32.1,0.944676149,14.7,2,State,30.67762486,-88.11844827,Arthritis,Binge Drinking
Mobile,City,ARTHRITIS,CHOLSCREEN,32.1,0.944676149,75.9,3,State,30.67762486,-88.11844827,Arthritis,Cholesterol Screening
Mobile,City,ARTHRITIS,CSMOKING,32.1,0.944676149,20.2,4,State,30.67762486,-88.11844827,Arthritis,Current Smoking
Mobile,City,ARTHRITIS,SLEEP,32.1,0.944676149,39.1,5,State,30.67762486,-88.11844827,Arthritis,Sleep <7 hours
Mobile,City,BPHIGH,CHECKUP,42,0.980782138,74.6,1,State,30.67762486,-88.11844827,High Blood Pressure,Annual Checkup
Mobile,City,BPHIGH,BINGE,42,0.980782138,14.7,2,State,30.67762486,-88.11844827,High Blood Pressure,Binge Drinking
Mobile,City,BPHIGH,BPMED,42,0.980782138,79.3,3,State,30.67762486,-88.11844827,High Blood Pressure,Taking BP Medication
Mobile,City,BPHIGH,OBESITY,42,0.980782138,39,4,State,30.67762486,-88.11844827,High Blood Pressure,Obesity
Mobile,City,BPHIGH,CHOLSCREEN,42,0.980782138,75.9,5,State,30.67762486,-88.11844827,High Blood Pressure,Cholesterol Screening
Mobile,City,CANCER,BPMED,6.3,0.946091937,79.3,1,State,30.67762486,-88.11844827,Cancer (except skin),Taking BP Medication
Mobile,City,CANCER,SLEEP,6.3,0.946091937,39.1,2,State,30.67762486,-88.11844827,Cancer (except skin),Sleep <7 hours
Mobile,City,CANCER,BINGE,6.3,0.946091937,14.7,3,State,30.67762486,-88.11844827,Cancer (except skin),Binge Drinking
Mobile,City,CANCER,DENTAL,6.3,0.946091937,58.7,4,State,30.67762486,-88.11844827,Cancer (except skin),Dental Visit
Mobile,City,CANCER,LPA,6.3,0.946091937,29.5,5,State,30.67762486,-88.11844827,Cancer (except skin),Physical Inactivity
Mobile,City,CASTHMA,CSMOKING,9.9,0.984219537,20.2,1,State,30.67762486,-88.11844827,Current Asthma,Current Smoking
Mobile,City,CASTHMA,CHECKUP,9.9,0.984219537,74.6,2,State,30.67762486,-88.11844827,Current Asthma,Annual Checkup
Mobile,City,CASTHMA,CHOLSCREEN,9.9,0.984219537,75.9,3,State,30.67762486,-88.11844827,Current Asthma,Cholesterol Screening
Mobile,City,CASTHMA,SLEEP,9.9,0.984219537,39.1,4,State,30.67762486,-88.11844827,Current Asthma,Sleep <7 hours
Mobile,City,CASTHMA,DENTAL,9.9,0.984219537,58.7,5,State,30.67762486,-88.11844827,Current Asthma,Dental Visit
Mobile,City,CHD,LPA,7.7,0.925981649,29.5,1,State,30.67762486,-88.11844827,Coronary Heart Disease,Physical Inactivity
Mobile,City,CHD,SLEEP,7.7,0.925981649,39.1,2,State,30.67762486,-88.11844827,Coronary Heart Disease,Sleep <7 hours
Mobile,City,CHD,BPMED,7.7,0.925981649,79.3,3,State,30.67762486,-88.11844827,Coronary Heart Disease,Taking BP Medication
Mobile,City,CHD,BINGE,7.7,0.925981649,14.7,4,State,30.67762486,-88.11844827,Coronary Heart Disease,Binge Drinking
Mobile,City,CHD,CHOLSCREEN,7.7,0.925981649,75.9,5,State,30.67762486,-88.11844827,Coronary Heart Disease,Cholesterol Screening
Mobile,City,COPD,CSMOKING,8.6,0.957688064,20.2,1,State,30.67762486,-88.11844827,COPD,Current Smoking
Mobile,City,COPD,SLEEP,8.6,0.957688064,39.1,2,State,30.67762486,-88.11844827,COPD,Sleep <7 hours
Mobile,City,COPD,BPMED,8.6,0.957688064,79.3,3,State,30.67762486,-88.11844827,COPD,Taking BP Medication
Mobile,City,COPD,BINGE,8.6,0.957688064,14.7,4,State,30.67762486,-88.11844827,COPD,Binge Drinking
Mobile,City,COPD,LPA,8.6,0.957688064,29.5,5,State,30.67762486,-88.11844827,COPD,Physical Inactivity
Mobile,City,DIABETES,CHOLSCREEN,15.2,0.966452298,75.9,1,State,30.67762486,-88.11844827,Diabetes,Cholesterol Screening
Mobile,City,DIABETES,DENTAL,15.2,0.966452298,58.7,2,State,30.67762486,-88.11844827,Diabetes,Dental Visit
Mobile,City,DIABETES,LPA,15.2,0.966452298,29.5,3,State,30.67762486,-88.11844827,Diabetes,Physical Inactivity
Mobile,City,DIABETES,CSMOKING,15.2,0.966452298,20.2,4,State,30.67762486,-88.11844827,Diabetes,Current Smoking
Mobile,City,DIABETES,BPMED,15.2,0.966452298,79.3,5,State,30.67762486,-88.11844827,Diabetes,Taking BP Medication
Mobile,City,HIGHCHOL,BPMED,39.9,0.978006931,79.3,1,State,30.67762486,-88.11844827,High Cholesterol,Taking BP Medication
Mobile,City,HIGHCHOL,BINGE,39.9,0.978006931,14.7,2,State,30.67762486,-88.11844827,High Cholesterol,Binge Drinking
Mobile,City,HIGHCHOL,CHOLSCREEN,39.9,0.978006931,75.9,3,State,30.67762486,-88.11844827,High Cholesterol,Cholesterol Screening
Mobile,City,HIGHCHOL,CSMOKING,39.9,0.978006931,20.2,4,State,30.67762486,-88.11844827,High Cholesterol,Current Smoking
Mobile,City,HIGHCHOL,SLEEP,39.9,0.978006931,39.1,5,State,30.67762486,-88.11844827,High Cholesterol,Sleep <7 hours
Mobile,City,KIDNEY,LPA,3.4,0.967984527,29.5,1,State,30.67762486,-88.11844827,Chronic Kidney Disease,Physical Inactivity
Mobile,City,KIDNEY,CSMOKING,3.4,0.967984527,20.2,2,State,30.67762486,-88.11844827,Chronic Kidney Disease,Current Smoking
Mobile,City,KIDNEY,SLEEP,3.4,0.967984527,39.1,3,State,30.67762486,-88.11844827,Chronic Kidney Disease,Sleep <7 hours
Mobile,City,KIDNEY,CHOLSCREEN,3.4,0.967984527,75.9,4,State,30.67762486,-88.11844827,Chronic Kidney Disease,Cholesterol Screening
Mobile,City,KIDNEY,BINGE,3.4,0.967984527,14.7,5,State,30.67762486,-88.11844827,Chronic Kidney Disease,Binge Drinking
Mobile,City,MHLTH,CSMOKING,14.7,0.974351843,20.2,1,State,30.67762486,-88.11844827,Mental Health,Current Smoking
Mobile,City,MHLTH,BPMED,14.7,0.974351843,79.3,2,State,30.67762486,-88.11844827,Mental Health,Taking BP Medication
Mobile,City,MHLTH,CHOLSCREEN,14.7,0.974351843,75.9,3,State,30.67762486,-88.11844827,Mental Health,Cholesterol Screening
Mobile,City,MHLTH,DENTAL,14.7,0.974351843,58.7,4,State,30.67762486,-88.11844827,Mental Health,Dental Visit
Mobile,City,MHLTH,ACCESS2,14.7,0.974351843,17,5,State,30.67762486,-88.11844827,Mental Health,Health Insurance
Mobile,City,PHLTH,LPA,15.7,0.977795063,29.5,1,State,30.67762486,-88.11844827,Physical Health,Physical Inactivity
Mobile,City,PHLTH,BPMED,15.7,0.977795063,79.3,2,State,30.67762486,-88.11844827,Physical Health,Taking BP Medication
Mobile,City,PHLTH,COLON_SCREEN,15.7,0.977795063,65,3,State,30.67762486,-88.11844827,Physical Health,Colorectal Cancer Screening
Mobile,City,PHLTH,CSMOKING,15.7,0.977795063,20.2,4,State,30.67762486,-88.11844827,Physical Health,Current Smoking
Mobile,City,PHLTH,OBESITY,15.7,0.977795063,39,5,State,30.67762486,-88.11844827,Physical Health,Obesity
Mobile,City,STROKE,LPA,4.5,0.948855653,29.5,1,State,30.67762486,-88.11844827,Stroke,Physical Inactivity
Mobile,City,STROKE,CSMOKING,4.5,0.948855653,20.2,2,State,30.67762486,-88.11844827,Stroke,Current Smoking
Mobile,City,STROKE,BINGE,4.5,0.948855653,14.7,3,State,30.67762486,-88.11844827,Stroke,Binge Drinking
Mobile,City,STROKE,CHOLSCREEN,4.5,0.948855653,75.9,4,State,30.67762486,-88.11844827,Stroke,Cholesterol Screening
Mobile,City,STROKE,SLEEP,4.5,0.948855653,39.1,5,State,30.67762486,-88.11844827,Stroke,Sleep <7 hours
Mobile,City,TEETHLOST,LPA,19.7,0.942122411,29.5,1,State,30.67762486,-88.11844827,Teeth Loss,Physical Inactivity
Mobile,City,TEETHLOST,CSMOKING,19.7,0.942122411,20.2,2,State,30.67762486,-88.11844827,Teeth Loss,Current Smoking
Mobile,City,TEETHLOST,CHOLSCREEN,19.7,0.942122411,75.9,3,State,30.67762486,-88.11844827,Teeth Loss,Cholesterol Screening
Mobile,City,TEETHLOST,MAMMOUSE,19.7,0.942122411,82,4,State,30.67762486,-88.11844827,Teeth Loss,Mammography
Mobile,City,TEETHLOST,BINGE,19.7,0.942122411,14.7,5,State,30.67762486,-88.11844827,Teeth Loss,Binge Drinking
Montgomery,City,ARTHRITIS,BPMED,29.4,0.944676149,78.9,1,National,32.34726453,-86.26770596,Arthritis,Taking BP Medication
Montgomery,City,ARTHRITIS,BINGE,29.4,0.944676149,15.1,2,National,32.34726453,-86.26770596,Arthritis,Binge Drinking
Montgomery,City,ARTHRITIS,CHOLSCREEN,29.4,0.944676149,75.9,3,National,32.34726453,-86.26770596,Arthritis,Cholesterol Screening
Montgomery,City,ARTHRITIS,CSMOKING,29.4,0.944676149,21,4,National,32.34726453,-86.26770596,Arthritis,Current Smoking
Montgomery,City,ARTHRITIS,SLEEP,29.4,0.944676149,38,5,National,32.34726453,-86.26770596,Arthritis,Sleep <7 hours
Montgomery,City,BPHIGH,CHECKUP,40.3,0.980782138,76.5,1,National,32.34726453,-86.26770596,High Blood Pressure,Annual Checkup
Montgomery,City,BPHIGH,BINGE,40.3,0.980782138,15.1,2,National,32.34726453,-86.26770596,High Blood Pressure,Binge Drinking
Montgomery,City,BPHIGH,BPMED,40.3,0.980782138,78.9,3,National,32.34726453,-86.26770596,High Blood Pressure,Taking BP Medication
Montgomery,City,BPHIGH,OBESITY,40.3,0.980782138,36.4,4,National,32.34726453,-86.26770596,High Blood Pressure,Obesity
Montgomery,City,BPHIGH,CHOLSCREEN,40.3,0.980782138,75.9,5,National,32.34726453,-86.26770596,High Blood Pressure,Cholesterol Screening
Montgomery,City,CANCER,BPMED,5.9,0.946091937,78.9,1,National,32.34726453,-86.26770596,Cancer (except skin),Taking BP Medication
Montgomery,City,CANCER,SLEEP,5.9,0.946091937,38,2,National,32.34726453,-86.26770596,Cancer (except skin),Sleep <7 hours
Montgomery,City,CANCER,BINGE,5.9,0.946091937,15.1,3,National,32.34726453,-86.26770596,Cancer (except skin),Binge Drinking
Montgomery,City,CANCER,DENTAL,5.9,0.946091937,60.6,4,National,32.34726453,-86.26770596,Cancer (except skin),Dental Visit
Montgomery,City,CANCER,LPA,5.9,0.946091937,29.8,5,National,32.34726453,-86.26770596,Cancer (except skin),Physical Inactivity
Montgomery,City,CASTHMA,CSMOKING,10.4,0.984219537,21,1,National,32.34726453,-86.26770596,Current Asthma,Current Smoking
Montgomery,City,CASTHMA,CHECKUP,10.4,0.984219537,76.5,2,National,32.34726453,-86.26770596,Current Asthma,Annual Checkup
Montgomery,City,CASTHMA,CHOLSCREEN,10.4,0.984219537,75.9,3,National,32.34726453,-86.26770596,Current Asthma,Cholesterol Screening
Montgomery,City,CASTHMA,SLEEP,10.4,0.984219537,38,4,National,32.34726453,-86.26770596,Current Asthma,Sleep <7 hours
Montgomery,City,CASTHMA,DENTAL,10.4,0.984219537,60.6,5,National,32.34726453,-86.26770596,Current Asthma,Dental Visit
Montgomery,City,CHD,LPA,6.8,0.925981649,29.8,1,National,32.34726453,-86.26770596,Coronary Heart Disease,Physical Inactivity
Montgomery,City,CHD,SLEEP,6.8,0.925981649,38,2,National,32.34726453,-86.26770596,Coronary Heart Disease,Sleep <7 hours
Montgomery,City,CHD,BPMED,6.8,0.925981649,78.9,3,National,32.34726453,-86.26770596,Coronary Heart Disease,Taking BP Medication
Montgomery,City,CHD,BINGE,6.8,0.925981649,15.1,4,National,32.34726453,-86.26770596,Coronary Heart Disease,Binge Drinking
Montgomery,City,CHD,CHOLSCREEN,6.8,0.925981649,75.9,5,National,32.34726453,-86.26770596,Coronary Heart Disease,Cholesterol Screening
Montgomery,City,COPD,CSMOKING,8.2,0.957688064,21,1,National,32.34726453,-86.26770596,COPD,Current Smoking
Montgomery,City,COPD,SLEEP,8.2,0.957688064,38,2,National,32.34726453,-86.26770596,COPD,Sleep <7 hours
Montgomery,City,COPD,BPMED,8.2,0.957688064,78.9,3,National,32.34726453,-86.26770596,COPD,Taking BP Medication
Montgomery,City,COPD,BINGE,8.2,0.957688064,15.1,4,National,32.34726453,-86.26770596,COPD,Binge Drinking
Montgomery,City,COPD,LPA,8.2,0.957688064,29.8,5,National,32.34726453,-86.26770596,COPD,Physical Inactivity
Montgomery,City,DIABETES,CHOLSCREEN,13.7,0.966452298,75.9,1,National,32.34726453,-86.26770596,Diabetes,Cholesterol Screening
Montgomery,City,DIABETES,DENTAL,13.7,0.966452298,60.6,2,National,32.34726453,-86.26770596,Diabetes,Dental Visit
Montgomery,City,DIABETES,LPA,13.7,0.966452298,29.8,3,National,32.34726453,-86.26770596,Diabetes,Physical Inactivity
Montgomery,City,DIABETES,CSMOKING,13.7,0.966452298,21,4,National,32.34726453,-86.26770596,Diabetes,Current Smoking
Montgomery,City,DIABETES,BPMED,13.7,0.966452298,78.9,5,National,32.34726453,-86.26770596,Diabetes,Taking BP Medication
Montgomery,City,HIGHCHOL,BPMED,37.4,0.978006931,78.9,1,National,32.34726453,-86.26770596,High Cholesterol,Taking BP Medication
Montgomery,City,HIGHCHOL,BINGE,37.4,0.978006931,15.1,2,National,32.34726453,-86.26770596,High Cholesterol,Binge Drinking
Montgomery,City,HIGHCHOL,CHOLSCREEN,37.4,0.978006931,75.9,3,National,32.34726453,-86.26770596,High Cholesterol,Cholesterol Screening
Montgomery,City,HIGHCHOL,CSMOKING,37.4,0.978006931,21,4,National,32.34726453,-86.26770596,High Cholesterol,Current Smoking
Montgomery,City,HIGHCHOL,SLEEP,37.4,0.978006931,38,5,National,32.34726453,-86.26770596,High Cholesterol,Sleep <7 hours
Montgomery,City,KIDNEY,LPA,3.3,0.967984527,29.8,1,National,32.34726453,-86.26770596,Chronic Kidney Disease,Physical Inactivity
Montgomery,City,KIDNEY,CSMOKING,3.3,0.967984527,21,2,National,32.34726453,-86.26770596,Chronic Kidney Disease,Current Smoking
Montgomery,City,KIDNEY,SLEEP,3.3,0.967984527,38,3,National,32.34726453,-86.26770596,Chronic Kidney Disease,Sleep <7 hours
Montgomery,City,KIDNEY,CHOLSCREEN,3.3,0.967984527,75.9,4,National,32.34726453,-86.26770596,Chronic Kidney Disease,Cholesterol Screening
Montgomery,City,KIDNEY,BINGE,3.3,0.967984527,15.1,5,National,32.34726453,-86.26770596,Chronic Kidney Disease,Binge Drinking
Montgomery,City,MHLTH,CSMOKING,14.5,0.974351843,21,1,National,32.34726453,-86.26770596,Mental Health,Current Smoking
Montgomery,City,MHLTH,BPMED,14.5,0.974351843,78.9,2,National,32.34726453,-86.26770596,Mental Health,Taking BP Medication
Montgomery,City,MHLTH,CHOLSCREEN,14.5,0.974351843,75.9,3,National,32.34726453,-86.26770596,Mental Health,Cholesterol Screening
Montgomery,City,MHLTH,DENTAL,14.5,0.974351843,60.6,4,National,32.34726453,-86.26770596,Mental Health,Dental Visit
