Region,Level,Outcome,Prevention,Outcome Prevalence,Prevention Prevalence,Prevention Rank,Prevention Score,Prediction Accuracy
Coral Springs,City,HIGHCHOL,CHOLSCREEN,34.4,78.9,4,0,0.930340498
Coral Springs,City,HIGHCHOL,ACCESS2,34.4,18.8,5,0,0.930340498
Coral Springs,City,KIDNEY,BPMED,2.4,72.5,1,0,0.885832629
Coral Springs,City,KIDNEY,DENTAL,2.4,66.6,2,0,0.885832629
Coral Springs,City,KIDNEY,CHOLSCREEN,2.4,78.9,3,0,0.885832629
Coral Springs,City,KIDNEY,LPA,2.4,24.3,4,0,0.885832629
Coral Springs,City,KIDNEY,CHECKUP,2.4,75.4,5,0,0.885832629
Coral Springs,City,MHLTH,CSMOKING,12.2,15.6,1,0,0.87986488
Coral Springs,City,MHLTH,MAMMOUSE,12.2,82.7,2,0,0.87986488
Coral Springs,City,MHLTH,CHECKUP,12.2,75.4,3,0,0.87986488
Coral Springs,City,MHLTH,LPA,12.2,24.3,4,0,0.87986488
Coral Springs,City,MHLTH,CHOLSCREEN,12.2,78.9,5,0,0.87986488
Coral Springs,City,PHLTH,LPA,11.3,24.3,1,0,0.92794472
Coral Springs,City,PHLTH,CHOLSCREEN,11.3,78.9,2,0,0.92794472
Coral Springs,City,PHLTH,DENTAL,11.3,66.6,3,0,0.92794472
Coral Springs,City,PHLTH,CSMOKING,11.3,15.6,4,0,0.92794472
Coral Springs,City,PHLTH,CHECKUP,11.3,75.4,5,0,0.92794472
Coral Springs,City,STROKE,BPMED,2.5,72.5,1,0,0.867507992
Coral Springs,City,STROKE,DENTAL,2.5,66.6,2,0,0.867507992
Coral Springs,City,STROKE,CHOLSCREEN,2.5,78.9,3,0,0.867507992
Coral Springs,City,STROKE,OBESITY,2.5,25.6,4,0,0.867507992
Coral Springs,City,STROKE,ACCESS2,2.5,18.8,5,0,0.867507992
Coral Springs,City,TEETHLOST,CSMOKING,12.2,15.6,1,0,0.907248555
Coral Springs,City,TEETHLOST,DENTAL,12.2,66.6,2,0,0.907248555
Coral Springs,City,TEETHLOST,LPA,12.2,24.3,3,0,0.907248555
Coral Springs,City,TEETHLOST,MAMMOUSE,12.2,82.7,4,0,0.907248555
Coral Springs,City,TEETHLOST,SLEEP,12.2,36.6,5,0,0.907248555
Davie,City,ARTHRITIS,BPMED,19.4,73,1,0,0.886738565
Davie,City,ARTHRITIS,BINGE,19.4,19,2,0,0.886738565
Davie,City,ARTHRITIS,CSMOKING,19.4,15.3,3,0,0.886738565
Davie,City,ARTHRITIS,SLEEP,19.4,35.3,4,0,0.886738565
Davie,City,ARTHRITIS,ACCESS2,19.4,20,5,0,0.886738565
Davie,City,BPHIGH,BPMED,27,73,1,0,0.935843565
Davie,City,BPHIGH,OBESITY,27,24.7,2,0,0.935843565
Davie,City,BPHIGH,BINGE,27,19,3,0,0.935843565
Davie,City,BPHIGH,CHECKUP,27,74.7,4,0,0.935843565
Davie,City,BPHIGH,DENTAL,27,66.2,5,0,0.935843565
Davie,City,CANCER,CHOLSCREEN,5.8,78,1,0,0.831713566
Davie,City,CANCER,BPMED,5.8,73,2,0,0.831713566
Davie,City,CANCER,MAMMOUSE,5.8,82.3,3,0,0.831713566
Davie,City,CANCER,SLEEP,5.8,35.3,4,0,0.831713566
Davie,City,CANCER,COLON_SCREEN,5.8,61.5,5,0,0.831713566
Davie,City,CASTHMA,SLEEP,7.3,35.3,1,0,0.868594269
Davie,City,CASTHMA,CSMOKING,7.3,15.3,2,0,0.868594269
Davie,City,CASTHMA,COLON_SCREEN,7.3,61.5,3,0,0.868594269
Davie,City,CASTHMA,COREW,7.3,30.3,4,0,0.868594269
Davie,City,CASTHMA,OBESITY,7.3,24.7,5,0,0.868594269
Davie,City,CHD,BPMED,5.3,73,1,0,0.840727351
Davie,City,CHD,DENTAL,5.3,66.2,2,0,0.840727351
Davie,City,CHD,SLEEP,5.3,35.3,3,0,0.840727351
Davie,City,CHD,LPA,5.3,24.8,4,0,0.840727351
Davie,City,CHD,ACCESS2,5.3,20,5,0,0.840727351
Davie,City,COPD,CHOLSCREEN,5.8,78,1,0,0.901400731
Davie,City,COPD,DENTAL,5.8,66.2,2,0,0.901400731
Davie,City,COPD,CSMOKING,5.8,15.3,3,0,0.901400731
Davie,City,COPD,LPA,5.8,24.8,4,0,0.901400731
Davie,City,COPD,ACCESS2,5.8,20,5,0,0.901400731
Davie,City,DIABETES,BPMED,9.2,73,1,0,0.934231335
Davie,City,DIABETES,DENTAL,9.2,66.2,2,0,0.934231335
Davie,City,DIABETES,CHOLSCREEN,9.2,78,3,0,0.934231335
Davie,City,DIABETES,LPA,9.2,24.8,4,0,0.934231335
Davie,City,DIABETES,CSMOKING,9.2,15.3,5,0,0.934231335
Davie,City,HIGHCHOL,BPMED,35.2,73,1,0,0.930340498
Davie,City,HIGHCHOL,CHECKUP,35.2,74.7,2,0,0.930340498
Davie,City,HIGHCHOL,LPA,35.2,24.8,3,0,0.930340498
Davie,City,HIGHCHOL,CHOLSCREEN,35.2,78,4,0,0.930340498
Davie,City,HIGHCHOL,ACCESS2,35.2,20,5,0,0.930340498
Davie,City,KIDNEY,BPMED,2.5,73,1,0,0.885832629
Davie,City,KIDNEY,DENTAL,2.5,66.2,2,0,0.885832629
Davie,City,KIDNEY,CHOLSCREEN,2.5,78,3,0,0.885832629
Davie,City,KIDNEY,LPA,2.5,24.8,4,0,0.885832629
Davie,City,KIDNEY,CHECKUP,2.5,74.7,5,0,0.885832629
Davie,City,MHLTH,CSMOKING,12.1,15.3,1,0,0.87986488
Davie,City,MHLTH,MAMMOUSE,12.1,82.3,2,0,0.87986488
Davie,City,MHLTH,CHECKUP,12.1,74.7,3,0,0.87986488
Davie,City,MHLTH,LPA,12.1,24.8,4,0,0.87986488
Davie,City,MHLTH,CHOLSCREEN,12.1,78,5,0,0.87986488
Davie,City,PHLTH,LPA,11.4,24.8,1,0,0.92794472
Davie,City,PHLTH,CHOLSCREEN,11.4,78,2,0,0.92794472
Davie,City,PHLTH,DENTAL,11.4,66.2,3,0,0.92794472
Davie,City,PHLTH,CSMOKING,11.4,15.3,4,0,0.92794472
Davie,City,PHLTH,CHECKUP,11.4,74.7,5,0,0.92794472
Davie,City,STROKE,BPMED,2.6,73,1,0,0.867507992
Davie,City,STROKE,DENTAL,2.6,66.2,2,0,0.867507992
Davie,City,STROKE,CHOLSCREEN,2.6,78,3,0,0.867507992
Davie,City,STROKE,OBESITY,2.6,24.7,4,0,0.867507992
Davie,City,STROKE,ACCESS2,2.6,20,5,0,0.867507992
Davie,City,TEETHLOST,CSMOKING,12,15.3,1,0,0.907248555
Davie,City,TEETHLOST,DENTAL,12,66.2,2,0,0.907248555
Davie,City,TEETHLOST,LPA,12,24.8,3,0,0.907248555
Davie,City,TEETHLOST,MAMMOUSE,12,82.3,4,0,0.907248555
Davie,City,TEETHLOST,SLEEP,12,35.3,5,0,0.907248555
Deerfield Beach,City,ARTHRITIS,BPMED,26.7,78.7,1,0,0.886738565
Deerfield Beach,City,ARTHRITIS,BINGE,26.7,15.6,2,0,0.886738565
Deerfield Beach,City,ARTHRITIS,CSMOKING,26.7,18.4,3,0,0.886738565
Deerfield Beach,City,ARTHRITIS,SLEEP,26.7,37,4,0,0.886738565
Deerfield Beach,City,ARTHRITIS,ACCESS2,26.7,22.8,5,0,0.886738565
Deerfield Beach,City,BPHIGH,BPMED,36.6,78.7,1,0,0.935843565
Deerfield Beach,City,BPHIGH,OBESITY,36.6,28,2,0,0.935843565
Deerfield Beach,City,BPHIGH,BINGE,36.6,15.6,3,0,0.935843565
Deerfield Beach,City,BPHIGH,CHECKUP,36.6,77.8,4,0,0.935843565
Deerfield Beach,City,BPHIGH,DENTAL,36.6,59,5,0,0.935843565
Deerfield Beach,City,CANCER,CHOLSCREEN,7.9,78.7,1,0,0.831713566
Deerfield Beach,City,CANCER,BPMED,7.9,78.7,2,0,0.831713566
Deerfield Beach,City,CANCER,MAMMOUSE,7.9,81.3,3,0,0.831713566
Deerfield Beach,City,CANCER,SLEEP,7.9,37,4,0,0.831713566
Deerfield Beach,City,CANCER,COLON_SCREEN,7.9,60.6,5,0,0.831713566
Deerfield Beach,City,CASTHMA,SLEEP,8.2,37,1,0,0.868594269
Deerfield Beach,City,CASTHMA,CSMOKING,8.2,18.4,2,0,0.868594269
Deerfield Beach,City,CASTHMA,COLON_SCREEN,8.2,60.6,3,0,0.868594269
Deerfield Beach,City,CASTHMA,COREW,8.2,27.5,4,0,0.868594269
Deerfield Beach,City,CASTHMA,OBESITY,8.2,28,5,0,0.868594269
Deerfield Beach,City,CHD,BPMED,8.4,78.7,1,0,0.840727351
Deerfield Beach,City,CHD,DENTAL,8.4,59,2,0,0.840727351
Deerfield Beach,City,CHD,SLEEP,8.4,37,3,0,0.840727351
Deerfield Beach,City,CHD,LPA,8.4,31,4,0,0.840727351
Deerfield Beach,City,CHD,ACCESS2,8.4,22.8,5,0,0.840727351
Deerfield Beach,City,COPD,CHOLSCREEN,8.7,78.7,1,0,0.901400731
Deerfield Beach,City,COPD,DENTAL,8.7,59,2,0,0.901400731
Deerfield Beach,City,COPD,CSMOKING,8.7,18.4,3,0,0.901400731
Deerfield Beach,City,COPD,LPA,8.7,31,4,0,0.901400731
Deerfield Beach,City,COPD,ACCESS2,8.7,22.8,5,0,0.901400731
Deerfield Beach,City,DIABETES,BPMED,12.9,78.7,1,0,0.934231335
Deerfield Beach,City,DIABETES,DENTAL,12.9,59,2,0,0.934231335
Deerfield Beach,City,DIABETES,CHOLSCREEN,12.9,78.7,3,0,0.934231335
Deerfield Beach,City,DIABETES,LPA,12.9,31,4,0,0.934231335
Deerfield Beach,City,DIABETES,CSMOKING,12.9,18.4,5,0,0.934231335
Deerfield Beach,City,HIGHCHOL,BPMED,40.3,78.7,1,0,0.930340498
Deerfield Beach,City,HIGHCHOL,CHECKUP,40.3,77.8,2,0,0.930340498
Deerfield Beach,City,HIGHCHOL,LPA,40.3,31,3,0,0.930340498
Deerfield Beach,City,HIGHCHOL,CHOLSCREEN,40.3,78.7,4,0,0.930340498
Deerfield Beach,City,HIGHCHOL,ACCESS2,40.3,22.8,5,0,0.930340498
Deerfield Beach,City,KIDNEY,BPMED,3.6,78.7,1,0,0.885832629
Deerfield Beach,City,KIDNEY,DENTAL,3.6,59,2,0,0.885832629
Deerfield Beach,City,KIDNEY,CHOLSCREEN,3.6,78.7,3,0,0.885832629
Deerfield Beach,City,KIDNEY,LPA,3.6,31,4,0,0.885832629
Deerfield Beach,City,KIDNEY,CHECKUP,3.6,77.8,5,0,0.885832629
Deerfield Beach,City,MHLTH,CSMOKING,13.4,18.4,1,0,0.87986488
Deerfield Beach,City,MHLTH,MAMMOUSE,13.4,81.3,2,0,0.87986488
Deerfield Beach,City,MHLTH,CHECKUP,13.4,77.8,3,0,0.87986488
Deerfield Beach,City,MHLTH,LPA,13.4,31,4,0,0.87986488
Deerfield Beach,City,MHLTH,CHOLSCREEN,13.4,78.7,5,0,0.87986488
Deerfield Beach,City,PHLTH,LPA,14.9,31,1,0,0.92794472
Deerfield Beach,City,PHLTH,CHOLSCREEN,14.9,78.7,2,0,0.92794472
Deerfield Beach,City,PHLTH,DENTAL,14.9,59,3,0,0.92794472
Deerfield Beach,City,PHLTH,CSMOKING,14.9,18.4,4,0,0.92794472
Deerfield Beach,City,PHLTH,CHECKUP,14.9,77.8,5,0,0.92794472
Deerfield Beach,City,STROKE,BPMED,4.4,78.7,1,0,0.867507992
Deerfield Beach,City,STROKE,DENTAL,4.4,59,2,0,0.867507992
Deerfield Beach,City,STROKE,CHOLSCREEN,4.4,78.7,3,0,0.867507992
Deerfield Beach,City,STROKE,OBESITY,4.4,28,4,0,0.867507992
Deerfield Beach,City,STROKE,ACCESS2,4.4,22.8,5,0,0.867507992
Deerfield Beach,City,TEETHLOST,CSMOKING,17.1,18.4,1,0,0.907248555
Deerfield Beach,City,TEETHLOST,DENTAL,17.1,59,2,0,0.907248555
Deerfield Beach,City,TEETHLOST,LPA,17.1,31,3,0,0.907248555
Deerfield Beach,City,TEETHLOST,MAMMOUSE,17.1,81.3,4,0,0.907248555
Deerfield Beach,City,TEETHLOST,SLEEP,17.1,37,5,0,0.907248555
Deltona,City,ARTHRITIS,BPMED,25.6,76.8,1,0,0.886738565
Deltona,City,ARTHRITIS,BINGE,25.6,16.8,2,0,0.886738565
Deltona,City,ARTHRITIS,CSMOKING,25.6,21,3,0,0.886738565
Deltona,City,ARTHRITIS,SLEEP,25.6,38.1,4,0,0.886738565
Deltona,City,ARTHRITIS,ACCESS2,25.6,23.9,5,0,0.886738565
Deltona,City,BPHIGH,BPMED,32.5,76.8,1,0,0.935843565
Deltona,City,BPHIGH,OBESITY,32.5,33.6,2,0,0.935843565
Deltona,City,BPHIGH,BINGE,32.5,16.8,3,0,0.935843565
Deltona,City,BPHIGH,CHECKUP,32.5,74.4,4,0,0.935843565
Deltona,City,BPHIGH,DENTAL,32.5,55.6,5,0,0.935843565
Deltona,City,CANCER,CHOLSCREEN,6.5,76.5,1,0,0.831713566
Deltona,City,CANCER,BPMED,6.5,76.8,2,0,0.831713566
Deltona,City,CANCER,MAMMOUSE,6.5,80.1,3,0,0.831713566
Deltona,City,CANCER,SLEEP,6.5,38.1,4,0,0.831713566
Deltona,City,CANCER,COLON_SCREEN,6.5,59.9,5,0,0.831713566
Deltona,City,CASTHMA,SLEEP,8.3,38.1,1,0,0.868594269
Deltona,City,CASTHMA,CSMOKING,8.3,21,2,0,0.868594269
Deltona,City,CASTHMA,COLON_SCREEN,8.3,59.9,3,0,0.868594269
Deltona,City,CASTHMA,COREW,8.3,33.6,4,0,0.868594269
Deltona,City,CASTHMA,OBESITY,8.3,33.6,5,0,0.868594269
Deltona,City,CHD,BPMED,7.4,76.8,1,0,0.840727351
Deltona,City,CHD,DENTAL,7.4,55.6,2,0,0.840727351
Deltona,City,CHD,SLEEP,7.4,38.1,3,0,0.840727351
Deltona,City,CHD,LPA,7.4,34.3,4,0,0.840727351
Deltona,City,CHD,ACCESS2,7.4,23.9,5,0,0.840727351
Deltona,City,COPD,CHOLSCREEN,8.7,76.5,1,0,0.901400731
Deltona,City,COPD,DENTAL,8.7,55.6,2,0,0.901400731
Deltona,City,COPD,CSMOKING,8.7,21,3,0,0.901400731
Deltona,City,COPD,LPA,8.7,34.3,4,0,0.901400731
Deltona,City,COPD,ACCESS2,8.7,23.9,5,0,0.901400731
Deltona,City,DIABETES,BPMED,12.2,76.8,1,0,0.934231335
Deltona,City,DIABETES,DENTAL,12.2,55.6,2,0,0.934231335
Deltona,City,DIABETES,CHOLSCREEN,12.2,76.5,3,0,0.934231335
Deltona,City,DIABETES,LPA,12.2,34.3,4,0,0.934231335
Deltona,City,DIABETES,CSMOKING,12.2,21,5,0,0.934231335
Deltona,City,HIGHCHOL,BPMED,38.2,76.8,1,0,0.930340498
Deltona,City,HIGHCHOL,CHECKUP,38.2,74.4,2,0,0.930340498
Deltona,City,HIGHCHOL,LPA,38.2,34.3,3,0,0.930340498
Deltona,City,HIGHCHOL,CHOLSCREEN,38.2,76.5,4,0,0.930340498
Deltona,City,HIGHCHOL,ACCESS2,38.2,23.9,5,0,0.930340498
Deltona,City,KIDNEY,BPMED,3.3,76.8,1,0,0.885832629
Deltona,City,KIDNEY,DENTAL,3.3,55.6,2,0,0.885832629
Deltona,City,KIDNEY,CHOLSCREEN,3.3,76.5,3,0,0.885832629
Deltona,City,KIDNEY,LPA,3.3,34.3,4,0,0.885832629
Deltona,City,KIDNEY,CHECKUP,3.3,74.4,5,0,0.885832629
Deltona,City,MHLTH,CSMOKING,14.4,21,1,0,0.87986488
Deltona,City,MHLTH,MAMMOUSE,14.4,80.1,2,0,0.87986488
Deltona,City,MHLTH,CHECKUP,14.4,74.4,3,0,0.87986488
Deltona,City,MHLTH,LPA,14.4,34.3,4,0,0.87986488
Deltona,City,MHLTH,CHOLSCREEN,14.4,76.5,5,0,0.87986488
Deltona,City,PHLTH,LPA,15.3,34.3,1,0,0.92794472
Deltona,City,PHLTH,CHOLSCREEN,15.3,76.5,2,0,0.92794472
Deltona,City,PHLTH,DENTAL,15.3,55.6,3,0,0.92794472
Deltona,City,PHLTH,CSMOKING,15.3,21,4,0,0.92794472
Deltona,City,PHLTH,CHECKUP,15.3,74.4,5,0,0.92794472
Deltona,City,STROKE,BPMED,3.5,76.8,1,0,0.867507992
Deltona,City,STROKE,DENTAL,3.5,55.6,2,0,0.867507992
Deltona,City,STROKE,CHOLSCREEN,3.5,76.5,3,0,0.867507992
Deltona,City,STROKE,OBESITY,3.5,33.6,4,0,0.867507992
Deltona,City,STROKE,ACCESS2,3.5,23.9,5,0,0.867507992
Deltona,City,TEETHLOST,CSMOKING,17.7,21,1,0,0.907248555
Deltona,City,TEETHLOST,DENTAL,17.7,55.6,2,0,0.907248555
Deltona,City,TEETHLOST,LPA,17.7,34.3,3,0,0.907248555
Deltona,City,TEETHLOST,MAMMOUSE,17.7,80.1,4,0,0.907248555
Deltona,City,TEETHLOST,SLEEP,17.7,38.1,5,0,0.907248555
Fort Lauderdale,City,ARTHRITIS,BPMED,23.2,76.5,1,0,0.886738565
Fort Lauderdale,City,ARTHRITIS,BINGE,23.2,17.2,2,0,0.886738565
Fort Lauderdale,City,ARTHRITIS,CSMOKING,23.2,17.9,3,0,0.886738565
Fort Lauderdale,City,ARTHRITIS,SLEEP,23.2,37.4,4,0,0.886738565
Fort Lauderdale,City,ARTHRITIS,ACCESS2,23.2,21.2,5,0,0.886738565
Fort Lauderdale,City,BPHIGH,BPMED,34,76.5,1,0,0.935843565
Fort Lauderdale,City,BPHIGH,OBESITY,34,28.4,2,0,0.935843565
Fort Lauderdale,City,BPHIGH,BINGE,34,17.2,3,0,0.935843565
Fort Lauderdale,City,BPHIGH,CHECKUP,34,77.1,4,0,0.935843565
Fort Lauderdale,City,BPHIGH,DENTAL,34,61.2,5,0,0.935843565
Fort Lauderdale,City,CANCER,CHOLSCREEN,6.6,78.7,1,0,0.831713566
Fort Lauderdale,City,CANCER,BPMED,6.6,76.5,2,0,0.831713566
Fort Lauderdale,City,CANCER,MAMMOUSE,6.6,82.8,3,0,0.831713566
Fort Lauderdale,City,CANCER,SLEEP,6.6,37.4,4,0,0.831713566
Fort Lauderdale,City,CANCER,COLON_SCREEN,6.6,61.6,5,0,0.831713566
Fort Lauderdale,City,CASTHMA,SLEEP,8,37.4,1,0,0.868594269
Fort Lauderdale,City,CASTHMA,CSMOKING,8,17.9,2,0,0.868594269
Fort Lauderdale,City,CASTHMA,COLON_SCREEN,8,61.6,3,0,0.868594269
Fort Lauderdale,City,CASTHMA,COREW,8,29.8,4,0,0.868594269
Fort Lauderdale,City,CASTHMA,OBESITY,8,28.4,5,0,0.868594269
Fort Lauderdale,City,CHD,BPMED,6.9,76.5,1,0,0.840727351
Fort Lauderdale,City,CHD,DENTAL,6.9,61.2,2,0,0.840727351
Fort Lauderdale,City,CHD,SLEEP,6.9,37.4,3,0,0.840727351
Fort Lauderdale,City,CHD,LPA,6.9,28,4,0,0.840727351
Fort Lauderdale,City,CHD,ACCESS2,6.9,21.2,5,0,0.840727351
Fort Lauderdale,City,COPD,CHOLSCREEN,7.4,78.7,1,0,0.901400731
Fort Lauderdale,City,COPD,DENTAL,7.4,61.2,2,0,0.901400731
Fort Lauderdale,City,COPD,CSMOKING,7.4,17.9,3,0,0.901400731
Fort Lauderdale,City,COPD,LPA,7.4,28,4,0,0.901400731
Fort Lauderdale,City,COPD,ACCESS2,7.4,21.2,5,0,0.901400731
Fort Lauderdale,City,DIABETES,BPMED,11.9,76.5,1,0,0.934231335
Fort Lauderdale,City,DIABETES,DENTAL,11.9,61.2,2,0,0.934231335
Fort Lauderdale,City,DIABETES,CHOLSCREEN,11.9,78.7,3,0,0.934231335
Fort Lauderdale,City,DIABETES,LPA,11.9,28,4,0,0.934231335
Fort Lauderdale,City,DIABETES,CSMOKING,11.9,17.9,5,0,0.934231335
Fort Lauderdale,City,HIGHCHOL,BPMED,38.1,76.5,1,0,0.930340498
Fort Lauderdale,City,HIGHCHOL,CHECKUP,38.1,77.1,2,0,0.930340498
Fort Lauderdale,City,HIGHCHOL,LPA,38.1,28,3,0,0.930340498
Fort Lauderdale,City,HIGHCHOL,CHOLSCREEN,38.1,78.7,4,0,0.930340498
Fort Lauderdale,City,HIGHCHOL,ACCESS2,38.1,21.2,5,0,0.930340498
Fort Lauderdale,City,KIDNEY,BPMED,3.1,76.5,1,0,0.885832629
Fort Lauderdale,City,KIDNEY,DENTAL,3.1,61.2,2,0,0.885832629
Fort Lauderdale,City,KIDNEY,CHOLSCREEN,3.1,78.7,3,0,0.885832629
Fort Lauderdale,City,KIDNEY,LPA,3.1,28,4,0,0.885832629
Fort Lauderdale,City,KIDNEY,CHECKUP,3.1,77.1,5,0,0.885832629
Fort Lauderdale,City,MHLTH,CSMOKING,13,17.9,1,0,0.87986488
Fort Lauderdale,City,MHLTH,MAMMOUSE,13,82.8,2,0,0.87986488
Fort Lauderdale,City,MHLTH,CHECKUP,13,77.1,3,0,0.87986488
Fort Lauderdale,City,MHLTH,LPA,13,28,4,0,0.87986488
Fort Lauderdale,City,MHLTH,CHOLSCREEN,13,78.7,5,0,0.87986488
Fort Lauderdale,City,PHLTH,LPA,13.4,28,1,0,0.92794472
Fort Lauderdale,City,PHLTH,CHOLSCREEN,13.4,78.7,2,0,0.92794472
Fort Lauderdale,City,PHLTH,DENTAL,13.4,61.2,3,0,0.92794472
Fort Lauderdale,City,PHLTH,CSMOKING,13.4,17.9,4,0,0.92794472
Fort Lauderdale,City,PHLTH,CHECKUP,13.4,77.1,5,0,0.92794472
Fort Lauderdale,City,STROKE,BPMED,3.8,76.5,1,0,0.867507992
Fort Lauderdale,City,STROKE,DENTAL,3.8,61.2,2,0,0.867507992
Fort Lauderdale,City,STROKE,CHOLSCREEN,3.8,78.7,3,0,0.867507992
Fort Lauderdale,City,STROKE,OBESITY,3.8,28.4,4,0,0.867507992
Fort Lauderdale,City,STROKE,ACCESS2,3.8,21.2,5,0,0.867507992
Fort Lauderdale,City,TEETHLOST,CSMOKING,14.3,17.9,1,0,0.907248555
Fort Lauderdale,City,TEETHLOST,DENTAL,14.3,61.2,2,0,0.907248555
Fort Lauderdale,City,TEETHLOST,LPA,14.3,28,3,0,0.907248555
Fort Lauderdale,City,TEETHLOST,MAMMOUSE,14.3,82.8,4,0,0.907248555
Fort Lauderdale,City,TEETHLOST,SLEEP,14.3,37.4,5,0,0.907248555
Gainesville,City,ARTHRITIS,BPMED,15.8,68.5,1,0,0.886738565
Gainesville,City,ARTHRITIS,BINGE,15.8,19,2,0,0.886738565
Gainesville,City,ARTHRITIS,CSMOKING,15.8,16.5,3,0,0.886738565
Gainesville,City,ARTHRITIS,SLEEP,15.8,37,4,0,0.886738565
Gainesville,City,ARTHRITIS,ACCESS2,15.8,21,5,0,0.886738565
Gainesville,City,BPHIGH,BPMED,21.6,68.5,1,0,0.935843565
Gainesville,City,BPHIGH,OBESITY,21.6,24.6,2,0,0.935843565
Gainesville,City,BPHIGH,BINGE,21.6,19,3,0,0.935843565
Gainesville,City,BPHIGH,CHECKUP,21.6,72.5,4,0,0.935843565
Gainesville,City,BPHIGH,DENTAL,21.6,56.8,5,0,0.935843565
Gainesville,City,CANCER,CHOLSCREEN,4,62.4,1,0,0.831713566
Gainesville,City,CANCER,BPMED,4,68.5,2,0,0.831713566
Gainesville,City,CANCER,MAMMOUSE,4,80.9,3,0,0.831713566
Gainesville,City,CANCER,SLEEP,4,37,4,0,0.831713566
Gainesville,City,CANCER,COLON_SCREEN,4,60,5,0,0.831713566
Gainesville,City,CASTHMA,SLEEP,8.6,37,1,0,0.868594269
Gainesville,City,CASTHMA,CSMOKING,8.6,16.5,2,0,0.868594269
Gainesville,City,CASTHMA,COLON_SCREEN,8.6,60,3,0,0.868594269
Gainesville,City,CASTHMA,COREW,8.6,34,4,0,0.868594269
Gainesville,City,CASTHMA,OBESITY,8.6,24.6,5,0,0.868594269
Gainesville,City,CHD,BPMED,4.4,68.5,1,0,0.840727351
Gainesville,City,CHD,DENTAL,4.4,56.8,2,0,0.840727351
Gainesville,City,CHD,SLEEP,4.4,37,3,0,0.840727351
Gainesville,City,CHD,LPA,4.4,26,4,0,0.840727351
Gainesville,City,CHD,ACCESS2,4.4,21,5,0,0.840727351
Gainesville,City,COPD,CHOLSCREEN,5.7,62.4,1,0,0.901400731
Gainesville,City,COPD,DENTAL,5.7,56.8,2,0,0.901400731
Gainesville,City,COPD,CSMOKING,5.7,16.5,3,0,0.901400731
Gainesville,City,COPD,LPA,5.7,26,4,0,0.901400731
Gainesville,City,COPD,ACCESS2,5.7,21,5,0,0.901400731
Gainesville,City,DIABETES,BPMED,7.4,68.5,1,0,0.934231335
Gainesville,City,DIABETES,DENTAL,7.4,56.8,2,0,0.934231335
Gainesville,City,DIABETES,CHOLSCREEN,7.4,62.4,3,0,0.934231335
Gainesville,City,DIABETES,LPA,7.4,26,4,0,0.934231335
Gainesville,City,DIABETES,CSMOKING,7.4,16.5,5,0,0.934231335
Gainesville,City,HIGHCHOL,BPMED,27.7,68.5,1,0,0.930340498
Gainesville,City,HIGHCHOL,CHECKUP,27.7,72.5,2,0,0.930340498
Gainesville,City,HIGHCHOL,LPA,27.7,26,3,0,0.930340498
Gainesville,City,HIGHCHOL,CHOLSCREEN,27.7,62.4,4,0,0.930340498
Gainesville,City,HIGHCHOL,ACCESS2,27.7,21,5,0,0.930340498
Gainesville,City,KIDNEY,BPMED,2.3,68.5,1,0,0.885832629
Gainesville,City,KIDNEY,DENTAL,2.3,56.8,2,0,0.885832629
Gainesville,City,KIDNEY,CHOLSCREEN,2.3,62.4,3,0,0.885832629
Gainesville,City,KIDNEY,LPA,2.3,26,4,0,0.885832629
Gainesville,City,KIDNEY,CHECKUP,2.3,72.5,5,0,0.885832629
Gainesville,City,MHLTH,CSMOKING,15.2,16.5,1,0,0.87986488
Gainesville,City,MHLTH,MAMMOUSE,15.2,80.9,2,0,0.87986488
Gainesville,City,MHLTH,CHECKUP,15.2,72.5,3,0,0.87986488
Gainesville,City,MHLTH,LPA,15.2,26,4,0,0.87986488
Gainesville,City,MHLTH,CHOLSCREEN,15.2,62.4,5,0,0.87986488
Gainesville,City,PHLTH,LPA,11.4,26,1,0,0.92794472
Gainesville,City,PHLTH,CHOLSCREEN,11.4,62.4,2,0,0.92794472
Gainesville,City,PHLTH,DENTAL,11.4,56.8,3,0,0.92794472
Gainesville,City,PHLTH,CSMOKING,11.4,16.5,4,0,0.92794472
Gainesville,City,PHLTH,CHECKUP,11.4,72.5,5,0,0.92794472
Gainesville,City,STROKE,BPMED,2.4,68.5,1,0,0.867507992
Gainesville,City,STROKE,DENTAL,2.4,56.8,2,0,0.867507992
Gainesville,City,STROKE,CHOLSCREEN,2.4,62.4,3,0,0.867507992
Gainesville,City,STROKE,OBESITY,2.4,24.6,4,0,0.867507992
Gainesville,City,STROKE,ACCESS2,2.4,21,5,0,0.867507992
Gainesville,City,TEETHLOST,CSMOKING,15,16.5,1,0,0.907248555
Gainesville,City,TEETHLOST,DENTAL,15,56.8,2,0,0.907248555
Gainesville,City,TEETHLOST,LPA,15,26,3,0,0.907248555
Gainesville,City,TEETHLOST,MAMMOUSE,15,80.9,4,0,0.907248555
Gainesville,City,TEETHLOST,SLEEP,15,37,5,0,0.907248555
Hialeah,City,ARTHRITIS,BPMED,21.1,79.6,1,0,0.886738565
Hialeah,City,ARTHRITIS,BINGE,21.1,13.3,2,0,0.886738565
Hialeah,City,ARTHRITIS,CSMOKING,21.1,15.4,3,0,0.886738565
